idade,estado_civil,num_dependentes,renda_mensal,score_credito,num_emprestimos,valor_divida,historico_atraso,meses_emprego,tipo_conta,razao_divida_renda,inadimplente
51,Casado,0,7210.88,587,3,19995.19,0,19,Poupança,0.2311,0
19,Casado,1,2975.7,651,1,8480.73,0,17,Corrente,0.2375,0
57,Casado,3,3982.68,624,3,1475.5,1,6,Corrente,0.0309,0
49,Solteiro,1,3993.07,343,3,8689.76,0,39,Poupança,0.1814,0
18,Casado,0,5865.69,619,3,8913.65,1,8,Corrente,0.1266,0
23,Casado,2,6481.03,695,0,1444.9,0,6,Poupança,0.0186,0
43,Casado,3,4812.64,836,0,4416.5,1,5,Corrente,0.0765,1
59,Casado,1,6691.77,499,3,7907.64,0,155,Poupança,0.0985,1
65,Casado,0,3091.67,518,2,7598.37,0,24,Poupança,0.2048,1
42,Casado,2,6713.44,568,4,14555.34,0,33,Corrente,0.1807,0
34,Viúvo,1,7039.52,643,1,29028.8,0,18,Corrente,0.3436,1
73,Casado,2,6193.74,614,3,7541.71,0,39,Poupança,0.1015,0
44,Casado,0,4835.42,690,3,7881.1,1,14,Salário,0.1358,0
35,Casado,0,6283.31,431,3,15033.96,1,13,Corrente,0.1994,1
43,Solteiro,1,2264.99,659,2,455.93,1,54,Corrente,0.0168,1
18,Divorciado,2,4995.91,488,0,3817.08,1,35,Salário,0.0637,1
35,Solteiro,1,5251.28,578,2,4755.56,0,13,Corrente,0.0755,0
47,Solteiro,0,1200.0,856,2,42227.55,0,31,Corrente,2.9325,0
70,Viúvo,1,5686.46,390,1,35795.71,1,62,Corrente,0.5246,1
60,Casado,2,1377.95,558,1,633.5,0,35,Premium,0.0383,0
62,Solteiro,0,3430.2,408,3,2303.57,0,46,Poupança,0.056,0
49,Solteiro,2,4599.4,622,0,7058.63,0,23,Corrente,0.1279,0
24,Solteiro,2,2673.16,757,1,168.17,0,1,Poupança,0.0052,0
40,Casado,1,4706.39,625,2,3488.77,1,46,Corrente,0.0618,0
74,Solteiro,4,4666.39,582,5,28619.31,0,11,Corrente,0.5111,0
20,Divorciado,3,2449.55,799,2,8228.95,0,20,Premium,0.2799,0
68,Divorciado,1,5919.94,649,1,5082.67,1,45,Poupança,0.0715,0
57,Casado,0,2589.61,722,0,7962.73,1,4,Poupança,0.2562,1
34,Casado,1,10219.94,707,1,11470.18,0,7,Salário,0.0935,0
62,Solteiro,0,4226.3,168,1,8182.4,1,2,Corrente,0.1613,1
65,Solteiro,1,1571.76,588,3,2998.87,0,30,Corrente,0.159,0
20,Casado,3,2039.15,438,1,5532.64,0,21,Corrente,0.2261,0
24,Solteiro,3,7368.95,475,0,8170.07,0,13,Salário,0.0924,0
55,Solteiro,1,3477.12,821,3,3210.35,0,35,Corrente,0.0769,0
74,Solteiro,1,1200.0,543,0,352.03,0,8,Poupança,0.0244,0
19,Solteiro,0,6634.28,883,0,9867.35,0,68,Corrente,0.1239,0
55,Casado,1,3461.07,388,1,2828.91,0,5,Corrente,0.0681,1
25,Casado,0,6133.55,437,0,967.12,1,13,Poupança,0.0131,0
55,Divorciado,3,6838.92,714,0,850.42,0,13,Corrente,0.0104,1
53,Casado,3,5186.16,548,5,13733.18,0,36,Salário,0.2207,0
23,Divorciado,0,10489.77,646,3,10053.99,0,1,Premium,0.0799,0
56,Casado,2,1200.0,583,3,6606.0,1,15,Premium,0.4588,0
69,Divorciado,2,2455.12,578,2,14628.32,1,32,Poupança,0.4965,0
67,Casado,3,3860.12,554,0,12525.27,1,0,Corrente,0.2704,0
19,Solteiro,1,10152.93,626,3,7535.47,1,17,Poupança,0.0618,0
32,Divorciado,0,8995.01,696,1,1701.44,0,129,Corrente,0.0158,0
31,Solteiro,2,7721.73,842,0,34807.71,0,19,Premium,0.3756,0
43,Solteiro,0,2514.69,569,1,16442.91,0,2,Poupança,0.5449,0
26,Solteiro,2,2806.21,540,2,9989.02,1,62,Corrente,0.2966,0
66,Casado,0,2428.6,521,0,1632.96,0,143,Salário,0.056,0
62,Casado,2,2541.43,820,1,3099.11,0,7,Corrente,0.1016,0
64,Casado,3,8231.76,703,1,284.33,0,40,Salário,0.0029,0
29,Divorciado,0,3890.58,315,1,23593.11,1,81,Poupança,0.5053,1
18,Solteiro,1,4221.25,308,0,14929.89,0,20,Salário,0.2947,0
69,Casado,2,6435.97,475,2,831.14,1,25,Premium,0.0108,1
34,Solteiro,0,1200.0,634,0,11127.73,1,0,Corrente,0.7728,0
55,Divorciado,2,4631.61,594,2,7982.91,0,155,Poupança,0.1436,0
69,Solteiro,2,1757.82,677,1,2661.6,1,39,Corrente,0.1262,1
20,Solteiro,1,3763.96,573,1,7562.13,0,26,Salário,0.1674,0
18,Casado,3,3033.95,809,2,20279.59,0,5,Poupança,0.557,1
18,Casado,1,2905.05,715,2,7212.93,0,48,Premium,0.2069,0
26,Casado,2,5063.95,611,0,1347.38,0,6,Salário,0.0222,0
20,Casado,0,5053.03,771,2,16281.61,0,10,Corrente,0.2685,0
64,Casado,0,3950.45,352,3,5506.18,1,3,Corrente,0.1162,1
52,Casado,0,5426.71,587,1,5833.38,1,12,Poupança,0.0896,0
73,Solteiro,3,2328.46,620,2,26092.32,0,4,Corrente,0.9338,1
63,Solteiro,3,6203.96,690,1,22070.34,0,25,Corrente,0.2965,0
72,Solteiro,3,3984.5,342,3,2052.66,0,51,Poupança,0.0429,1
31,Solteiro,0,3290.84,560,1,733.51,0,83,Poupança,0.0186,0
34,Casado,1,2513.1,660,4,6219.05,1,28,Poupança,0.2062,1
66,Casado,2,3896.51,671,2,2383.16,0,6,Corrente,0.051,0
31,Casado,2,9176.6,777,2,43680.81,1,18,Corrente,0.3967,0
21,Casado,0,4341.72,714,1,2606.99,1,19,Corrente,0.05,1
56,Casado,3,1638.99,590,2,5098.26,0,19,Salário,0.2592,0
63,Casado,0,6797.05,701,0,915.83,0,99,Poupança,0.0112,0
73,Solteiro,0,3320.18,569,1,21237.98,1,15,Poupança,0.5331,1
70,Solteiro,3,5209.4,622,1,2465.76,0,60,Premium,0.0394,0
24,Casado,1,2985.85,719,2,4855.73,0,26,Premium,0.1355,0
62,Casado,1,7701.93,593,3,6355.7,1,74,Corrente,0.0688,1
66,Solteiro,2,3023.1,654,4,4329.86,1,36,Salário,0.1194,1
57,Solteiro,4,7994.64,744,1,9204.67,1,88,Corrente,0.0959,0
64,Casado,0,1876.85,706,3,1308.82,1,23,Salário,0.0581,0
65,Casado,2,3767.73,785,3,14248.59,1,33,Corrente,0.3151,0
43,Solteiro,1,7999.99,949,3,8441.44,0,97,Corrente,0.0879,0
20,Casado,0,4920.44,705,2,3180.6,0,5,Premium,0.0539,0
44,Divorciado,1,10178.66,530,1,2197.2,1,30,Poupança,0.018,1
29,Solteiro,1,3827.15,676,3,7822.93,0,42,Corrente,0.1703,0
24,Divorciado,0,5142.61,670,2,31358.94,1,43,Salário,0.5082,1
25,Solteiro,1,9262.87,692,2,5275.08,0,25,Corrente,0.0475,0
57,Casado,2,1200.0,824,1,1815.82,0,54,Corrente,0.1261,0
46,Casado,2,1200.0,347,0,784.65,1,3,Corrente,0.0545,1
48,Solteiro,2,2511.23,827,1,7022.47,1,63,Salário,0.233,0
60,Divorciado,3,6533.43,877,2,2173.96,0,46,Poupança,0.0277,0
49,Casado,1,1200.0,685,1,19529.76,0,36,Poupança,1.3562,1
53,Viúvo,1,5992.62,688,3,21263.81,0,44,Poupança,0.2957,0
22,Solteiro,1,5816.77,563,0,647.28,0,30,Poupança,0.0093,0
66,Divorciado,2,9535.98,600,0,5427.01,0,3,Corrente,0.0474,0
43,Divorciado,0,7113.71,704,1,10669.48,1,16,Corrente,0.125,0
26,Casado,1,5410.13,695,0,2486.2,1,70,Corrente,0.0383,1
64,Solteiro,0,7897.83,708,1,4994.16,0,11,Salário,0.0527,0
59,Casado,1,5847.26,694,2,6903.27,1,28,Salário,0.0984,1
21,Casado,4,3349.82,734,5,27213.75,0,0,Corrente,0.677,1
29,Divorciado,2,1638.49,717,1,4357.03,0,51,Corrente,0.2216,0
18,Casado,1,3076.59,446,1,1459.81,1,20,Poupança,0.0395,0
33,Solteiro,2,4399.82,724,3,110.32,1,54,Corrente,0.0021,1
23,Solteiro,2,4937.55,878,1,11637.34,1,40,Poupança,0.1964,1
58,Casado,1,1200.0,596,2,695.56,0,54,Poupança,0.0483,0
47,Viúvo,1,3951.1,824,2,7972.16,0,24,Poupança,0.1681,0
73,Solteiro,2,4571.45,462,3,16615.78,0,29,Corrente,0.3029,0
60,Casado,0,5868.84,595,0,3298.66,1,5,Premium,0.0468,1
52,Divorciado,1,8567.0,503,5,10083.98,0,230,Corrente,0.0981,1
47,Solteiro,1,4964.13,806,4,14675.84,0,84,Corrente,0.2464,0
21,Solteiro,2,2226.09,846,0,8583.43,0,27,Corrente,0.3213,0
22,Casado,4,1200.0,585,1,1257.09,0,29,Salário,0.0873,1
53,Casado,2,6217.53,775,1,6000.96,0,12,Salário,0.0804,0
18,Solteiro,1,2327.28,847,1,23136.87,1,77,Poupança,0.8285,0
20,Divorciado,0,6667.09,595,5,21229.3,0,10,Poupança,0.2653,1
30,Casado,2,7993.55,619,0,5630.87,0,18,Poupança,0.0587,0
68,Divorciado,3,1200.0,710,1,17309.26,1,30,Corrente,1.202,1
44,Divorciado,3,5884.73,473,0,3569.77,0,35,Corrente,0.0506,0
58,Divorciado,3,7731.56,616,2,8562.44,0,0,Corrente,0.0923,0
41,Casado,0,7047.6,921,3,2548.24,0,48,Poupança,0.0301,0
27,Solteiro,2,1200.0,524,2,3499.31,0,7,Poupança,0.243,1
39,Casado,3,2365.87,728,2,2862.0,1,50,Premium,0.1008,1
23,Solteiro,2,1299.55,678,0,6885.0,0,46,Poupança,0.4415,0
61,Casado,2,5808.68,575,2,3553.24,1,56,Poupança,0.051,0
28,Solteiro,1,5533.32,633,1,4837.26,0,33,Premium,0.0729,0
39,Casado,2,1200.0,862,1,8764.49,0,13,Corrente,0.6086,0
73,Solteiro,0,3747.92,683,2,151.52,0,59,Poupança,0.0034,0
51,Solteiro,0,6501.8,706,5,11437.87,0,135,Salário,0.1466,0
44,Solteiro,3,4869.94,840,2,2222.76,0,5,Poupança,0.038,0
48,Casado,3,4865.67,556,2,17467.19,0,36,Salário,0.2992,0
62,Casado,3,3587.52,442,1,13954.01,0,6,Poupança,0.3241,1
32,Solteiro,1,1852.65,865,0,901.08,0,36,Premium,0.0405,0
54,Divorciado,0,4457.36,620,2,1946.88,0,30,Corrente,0.0364,0
67,Divorciado,0,4630.23,734,2,12434.51,0,6,Salário,0.2238,1
50,Solteiro,3,6038.14,485,2,1536.51,0,38,Corrente,0.0212,0
43,Casado,2,6241.25,658,2,317.94,1,3,Corrente,0.0042,0
26,Casado,4,4714.65,435,1,4150.93,1,3,Corrente,0.0734,1
32,Solteiro,1,7237.27,609,1,775.37,0,51,Poupança,0.0089,0
71,Casado,2,3562.69,502,0,1897.54,1,4,Corrente,0.0444,0
48,Solteiro,2,1200.0,468,2,2612.24,0,24,Corrente,0.1814,0
35,Divorciado,0,5692.63,554,5,10066.17,1,18,Poupança,0.1474,1
41,Divorciado,4,4815.95,255,2,4111.67,0,72,Poupança,0.0711,0
50,Divorciado,2,5742.33,426,2,1917.95,0,10,Corrente,0.0278,0
48,Casado,0,1338.87,717,2,7282.56,1,27,Poupança,0.4533,0
57,Casado,0,8976.99,652,0,3351.75,0,0,Salário,0.0311,0
32,Viúvo,3,6276.26,438,0,13250.8,1,3,Salário,0.1759,0
55,Solteiro,2,3780.01,682,1,16208.78,1,15,Poupança,0.3573,1
43,Solteiro,2,2161.37,468,4,1949.86,0,32,Salário,0.0752,1
71,Casado,2,7192.88,708,0,687.14,0,133,Salário,0.008,1
27,Solteiro,1,1745.58,582,2,2171.5,0,32,Corrente,0.1037,0
26,Solteiro,2,10153.41,551,1,9529.75,0,31,Corrente,0.0782,0
44,Solteiro,3,2966.99,586,2,13749.74,0,2,Corrente,0.3862,1
46,Casado,0,8801.26,983,1,16417.86,0,46,Poupança,0.1554,0
57,Solteiro,2,4038.82,486,4,16173.24,0,64,Premium,0.3337,0
41,Solteiro,1,8451.87,633,1,4348.91,1,111,Corrente,0.0429,0
70,Solteiro,1,2662.83,717,4,4700.73,0,13,Poupança,0.1471,0
45,Casado,1,4547.09,455,2,15074.78,0,22,Corrente,0.2763,0
25,Divorciado,3,6511.87,360,1,2754.89,0,32,Poupança,0.0353,1
24,Solteiro,0,6155.19,509,2,20585.26,0,10,Salário,0.2787,0
73,Casado,1,7251.9,713,2,3965.55,0,1,Salário,0.0456,0
25,Casado,2,3281.32,548,0,1603.2,0,6,Premium,0.0407,0
72,Solteiro,0,4712.02,565,2,9815.35,0,16,Poupança,0.1736,0
33,Divorciado,2,7620.97,736,2,4600.22,0,20,Poupança,0.0503,0
23,Casado,3,2736.86,479,2,8189.7,0,0,Salário,0.2494,0
35,Casado,0,5931.35,586,2,2571.43,1,67,Poupança,0.0361,1
53,Solteiro,0,3952.1,372,2,1007.73,0,4,Premium,0.0212,1
42,Solteiro,4,5014.69,648,1,10209.45,0,5,Corrente,0.1697,1
62,Viúvo,0,4711.38,634,1,5267.61,0,30,Corrente,0.0932,0
52,Casado,0,2529.29,719,1,6081.18,0,22,Corrente,0.2004,0
40,Divorciado,4,3848.27,428,2,2789.08,0,15,Salário,0.0604,1
54,Divorciado,3,4862.33,571,1,2457.87,0,1,Corrente,0.0421,0
73,Solteiro,2,4243.19,408,0,12715.76,0,17,Salário,0.2497,0
41,Casado,2,8431.84,563,3,15434.63,0,47,Poupança,0.1525,1
26,Casado,3,7024.89,822,1,605.13,0,0,Poupança,0.0072,0
41,Casado,2,5224.95,551,0,6818.76,1,0,Salário,0.1088,0
65,Solteiro,2,2592.13,395,3,258.89,0,35,Poupança,0.0083,0
30,Solteiro,3,2439.94,498,2,1965.62,0,13,Corrente,0.0671,0
72,Casado,2,9434.53,358,3,8924.41,0,115,Poupança,0.0788,0
51,Casado,1,1975.29,405,1,6492.6,1,0,Premium,0.2739,0
52,Casado,1,4784.65,700,2,848.1,0,30,Corrente,0.0148,0
36,Solteiro,1,5402.37,383,4,3240.06,0,81,Corrente,0.05,0
70,Solteiro,1,3721.69,646,1,1863.48,0,5,Salário,0.0417,0
20,Viúvo,1,1994.49,603,0,8727.22,0,14,Corrente,0.3646,0
35,Casado,1,2537.76,520,0,22706.92,0,51,Corrente,0.7456,0
41,Casado,3,3133.74,634,3,7539.23,0,82,Salário,0.2005,0
45,Casado,1,2726.27,459,1,10241.98,0,41,Salário,0.3131,1
45,Casado,0,7819.3,726,1,419.64,0,35,Corrente,0.0045,0
26,Casado,0,4477.19,495,2,8243.8,1,47,Premium,0.1534,1
30,Casado,0,3190.5,542,4,4085.73,0,36,Salário,0.1067,0
23,Divorciado,2,4767.4,524,1,2242.24,0,5,Corrente,0.0392,1
50,Divorciado,1,6169.89,703,2,520.18,0,21,Poupança,0.007,0
37,Divorciado,0,3638.45,681,4,1094.38,1,59,Salário,0.0251,0
50,Casado,3,6754.95,206,1,1008.73,1,32,Poupança,0.0124,0
51,Casado,0,1322.13,638,2,3358.63,0,14,Poupança,0.2117,0
58,Casado,0,7428.26,338,0,433.38,0,27,Poupança,0.0049,0
49,Divorciado,3,4477.62,548,1,20828.56,0,79,Corrente,0.3876,0
54,Casado,2,4379.97,583,0,7661.29,0,8,Poupança,0.1458,0
51,Casado,2,2767.46,547,1,8692.17,0,30,Corrente,0.2617,1
55,Casado,3,1430.37,675,1,1340.38,0,122,Salário,0.0781,0
53,Casado,3,1200.0,708,3,4151.5,1,41,Corrente,0.2883,0
36,Casado,0,2593.06,483,1,3035.35,0,22,Corrente,0.0975,0
32,Solteiro,2,5969.18,478,1,2121.57,0,14,Corrente,0.0296,0
62,Casado,2,2096.8,594,2,4030.05,0,0,Salário,0.1602,0
37,Casado,0,1200.0,368,4,15736.38,0,40,Poupança,1.0928,1
49,Solteiro,3,2227.34,528,1,14586.85,0,56,Corrente,0.5458,0
29,Divorciado,1,3537.92,802,0,37891.33,0,45,Poupança,0.8925,0
42,Casado,3,3636.25,374,0,476.06,0,4,Poupança,0.0109,0
48,Solteiro,2,4177.77,548,3,3619.58,0,18,Salário,0.0722,0
53,Divorciado,1,7081.52,511,3,1929.7,0,31,Corrente,0.0227,0
48,Casado,0,7623.14,900,1,7518.81,1,39,Corrente,0.0822,0
38,Casado,3,9513.66,519,0,3763.94,1,33,Salário,0.033,1
72,Casado,2,1200.0,528,2,15204.3,0,18,Poupança,1.0559,0
47,Divorciado,0,2360.29,445,2,15232.05,0,5,Poupança,0.5378,0
64,Casado,0,6246.21,601,1,6702.78,0,26,Corrente,0.0894,0
59,Casado,2,3364.92,640,0,1493.79,0,22,Salário,0.037,0
49,Solteiro,0,6651.97,467,1,352.29,0,46,Premium,0.0044,0
68,Casado,2,5017.78,748,2,985.0,1,88,Poupança,0.0164,0
25,Casado,2,8448.01,640,5,15325.82,1,45,Corrente,0.1512,0
70,Casado,0,7106.79,727,0,7685.18,0,6,Corrente,0.0901,0
66,Casado,2,7152.54,550,4,3591.31,1,1,Corrente,0.0418,1
46,Divorciado,0,3470.32,636,1,6368.75,0,50,Poupança,0.1529,0
59,Casado,3,4256.35,568,2,3574.69,1,16,Poupança,0.07,0
47,Solteiro,3,3736.87,818,3,5442.43,0,7,Poupança,0.1214,0
33,Viúvo,0,1200.0,617,2,2398.16,1,39,Corrente,0.1665,1
63,Casado,1,8179.42,601,0,3778.91,0,3,Corrente,0.0385,0
32,Viúvo,1,6363.47,531,1,2320.24,0,1,Premium,0.0304,0
35,Viúvo,4,3637.43,522,3,624.46,0,134,Corrente,0.0143,0
47,Divorciado,1,7761.48,635,2,24.66,0,41,Premium,0.0003,0
65,Casado,2,2924.08,722,1,5243.92,0,26,Poupança,0.1494,0
39,Casado,3,1200.0,497,2,8998.49,0,2,Corrente,0.6249,1
46,Solteiro,0,7018.42,618,1,952.76,1,83,Poupança,0.0113,1
20,Casado,2,1303.6,627,1,6205.59,0,24,Premium,0.3967,0
24,Casado,0,4010.56,653,3,24858.25,0,22,Salário,0.5165,0
21,Casado,2,5015.31,343,1,3363.56,0,12,Corrente,0.0559,1
22,Divorciado,1,5463.66,461,1,2836.53,0,69,Corrente,0.0433,0
67,Solteiro,4,6621.0,395,1,189.83,0,6,Poupança,0.0024,1
65,Casado,1,5952.13,604,4,5438.18,0,2,Corrente,0.0761,0
64,Casado,0,5874.73,464,0,3109.8,1,5,Corrente,0.0441,0
21,Casado,3,2523.12,525,0,526.88,0,30,Premium,0.0174,0
22,Solteiro,3,5235.61,420,1,23990.05,0,13,Poupança,0.3818,0
33,Solteiro,2,1200.0,539,0,12333.14,0,36,Salário,0.8565,0
50,Divorciado,2,8405.34,431,0,4058.88,1,57,Poupança,0.0402,0
37,Casado,0,1200.0,713,0,7020.34,1,43,Corrente,0.4875,0
45,Solteiro,2,3633.9,671,0,19004.63,0,65,Corrente,0.4358,0
27,Solteiro,0,1202.81,622,2,820.4,0,38,Salário,0.0568,0
59,Casado,0,2674.58,554,0,1835.73,1,57,Poupança,0.0572,0
35,Solteiro,3,4533.57,294,1,10838.43,0,116,Poupança,0.1992,0
21,Casado,2,3178.1,531,2,3321.5,0,26,Corrente,0.0871,1
60,Casado,0,7360.62,485,0,6204.96,0,116,Corrente,0.0702,0
69,Solteiro,0,5067.25,637,1,5504.42,0,44,Corrente,0.0905,0
18,Casado,3,3342.73,692,5,2571.61,0,2,Corrente,0.0641,0
42,Solteiro,0,4166.05,648,2,1175.12,0,9,Salário,0.0235,0
65,Solteiro,0,7549.25,789,2,6262.66,0,48,Salário,0.0691,0
58,Divorciado,0,6772.18,514,2,495.04,0,78,Salário,0.0061,0
66,Casado,0,1653.07,508,4,16497.94,1,19,Salário,0.8317,1
41,Divorciado,1,2798.37,755,0,935.7,0,81,Poupança,0.0279,0
39,Solteiro,4,5686.97,624,0,2501.93,1,39,Corrente,0.0367,0
58,Solteiro,1,5383.42,562,3,5753.68,0,79,Poupança,0.0891,0
26,Casado,1,1874.05,876,0,2414.45,0,38,Corrente,0.1074,0
31,Casado,2,6372.82,686,2,1929.12,0,4,Salário,0.0252,0
52,Viúvo,2,2272.81,571,0,1045.22,1,16,Salário,0.0383,0
56,Solteiro,2,7759.57,497,1,480.65,0,9,Poupança,0.0052,0
24,Divorciado,2,5823.62,798,2,599.59,0,35,Corrente,0.0086,0
46,Divorciado,2,1670.19,631,2,10312.19,1,69,Corrente,0.5145,0
38,Casado,2,3177.31,603,2,3135.79,0,4,Corrente,0.0822,0
46,Solteiro,2,3133.85,701,0,7463.2,0,60,Corrente,0.1985,0
72,Casado,2,4899.69,732,1,20807.26,1,70,Premium,0.3539,0
22,Solteiro,2,3990.06,682,2,15790.97,0,21,Corrente,0.3298,0
74,Casado,0,1636.28,732,0,1158.58,0,7,Premium,0.059,0
43,Casado,2,1200.0,667,2,23335.82,1,2,Poupança,1.6205,0
62,Divorciado,2,5872.56,683,2,7562.29,0,10,Poupança,0.1073,0
42,Casado,0,5215.59,490,1,25366.84,0,4,Corrente,0.4053,1
35,Casado,3,4763.84,871,1,14471.22,0,13,Corrente,0.2531,0
61,Casado,1,5176.83,414,3,10063.29,1,24,Poupança,0.162,0
57,Casado,0,2952.7,646,1,32704.16,0,30,Poupança,0.923,0
26,Divorciado,3,4959.98,399,0,15058.88,0,66,Poupança,0.253,0
58,Solteiro,0,10846.26,585,4,1786.47,1,67,Corrente,0.0137,1
60,Viúvo,1,7436.42,514,0,22443.1,1,52,Corrente,0.2515,0
40,Divorciado,1,3778.98,620,3,14974.31,0,28,Corrente,0.3302,1
70,Divorciado,3,3191.57,651,0,789.06,1,5,Salário,0.0206,0
54,Casado,1,1200.0,456,1,1155.67,0,5,Poupança,0.0803,0
37,Divorciado,2,7171.74,595,2,13756.89,1,20,Corrente,0.1599,1
18,Solteiro,2,6466.51,809,0,1257.06,0,38,Salário,0.0162,0
56,Casado,2,3140.43,403,2,7094.41,0,11,Corrente,0.1883,0
29,Solteiro,3,1200.0,471,1,526.99,0,54,Salário,0.0366,0
61,Solteiro,3,1611.83,729,2,143.03,0,43,Poupança,0.0074,0
47,Casado,1,5610.99,611,3,10834.88,0,24,Salário,0.1609,0
44,Solteiro,4,4276.65,622,2,5122.13,1,6,Corrente,0.0998,0
27,Casado,1,6228.98,753,1,4374.71,0,10,Salário,0.0585,0
58,Divorciado,0,4716.11,480,1,1422.19,1,5,Salário,0.0251,0
27,Solteiro,0,6916.9,522,0,4770.48,0,47,Corrente,0.0575,0
41,Casado,2,5423.94,503,4,1525.27,0,140,Corrente,0.0234,0
65,Solteiro,0,6571.99,547,2,20781.79,0,16,Salário,0.2635,0
70,Casado,2,1200.0,800,2,1032.23,0,0,Poupança,0.0717,0
74,Casado,1,1414.14,344,1,6223.05,0,56,Poupança,0.3667,0
72,Casado,1,3589.12,420,1,8006.2,0,1,Corrente,0.1859,0
49,Casado,0,7198.92,395,0,5540.15,0,20,Corrente,0.0641,1
29,Divorciado,3,9201.32,810,0,360.41,0,2,Salário,0.0033,0
65,Divorciado,1,4089.41,507,1,10170.53,1,84,Corrente,0.2073,0
63,Casado,0,2971.05,550,1,239.4,1,13,Corrente,0.0067,1
74,Casado,1,1200.0,357,0,19501.68,1,19,Corrente,1.3543,1
55,Casado,1,6658.91,560,2,4137.0,0,66,Salário,0.0518,0
26,Solteiro,2,3124.52,729,1,7626.86,1,32,Corrente,0.2034,1
46,Divorciado,1,11895.84,637,1,3980.35,1,1,Poupança,0.0279,1
43,Solteiro,0,2651.49,583,3,2187.63,0,0,Poupança,0.0688,0
66,Divorciado,3,9763.19,365,2,11144.91,0,1,Corrente,0.0951,0
40,Solteiro,1,6370.92,550,0,3810.59,1,30,Corrente,0.0498,1
36,Solteiro,0,1929.34,622,3,5111.01,1,8,Corrente,0.2208,1
22,Viúvo,2,5080.36,451,1,19242.13,1,50,Corrente,0.3156,1
65,Divorciado,2,6428.45,698,2,1154.59,0,39,Premium,0.015,0
61,Divorciado,2,3936.87,732,3,30958.12,1,124,Salário,0.6553,1
20,Viúvo,1,6594.96,520,0,4912.09,0,34,Salário,0.0621,0
42,Casado,1,6539.89,708,2,2121.42,0,72,Salário,0.027,1
45,Solteiro,1,5990.85,583,1,11772.09,0,104,Corrente,0.1638,0
44,Solteiro,0,4458.82,772,0,18438.74,0,31,Salário,0.3446,0
70,Casado,0,1562.65,905,1,1672.4,0,70,Poupança,0.0892,0
26,Solteiro,4,4308.04,435,1,1217.52,0,71,Salário,0.0236,0
35,Divorciado,2,4940.16,715,0,26157.26,1,7,Premium,0.4412,1
28,Solteiro,1,1200.0,795,1,2947.06,0,45,Corrente,0.2047,0
31,Solteiro,0,4923.09,454,1,10086.7,0,11,Poupança,0.1707,0
69,Solteiro,2,4258.0,513,1,11945.64,0,61,Corrente,0.2338,0
71,Solteiro,0,1258.43,512,0,12.27,1,6,Salário,0.0008,1
20,Solteiro,0,3667.48,580,1,11463.79,1,4,Corrente,0.2605,1
54,Casado,0,3720.38,546,1,1206.49,0,30,Corrente,0.027,0
31,Solteiro,2,9325.24,570,1,5678.57,0,80,Salário,0.0507,0
28,Casado,2,5050.3,725,2,4305.86,1,3,Corrente,0.071,1
34,Divorciado,0,7090.11,315,5,9132.71,0,25,Poupança,0.1073,1
29,Casado,0,4205.46,453,0,7256.32,0,80,Poupança,0.1438,0
45,Casado,2,1200.0,700,1,32593.3,0,14,Poupança,2.2634,1
74,Casado,2,6180.85,682,3,5985.92,0,18,Corrente,0.0807,0
51,Solteiro,2,2854.53,441,2,16061.8,0,37,Corrente,0.4689,1
59,Solteiro,0,3661.0,683,5,3258.22,0,5,Poupança,0.0742,0
46,Viúvo,2,1867.57,799,2,5978.75,0,15,Poupança,0.2668,0
18,Casado,3,4681.92,592,2,1774.66,0,8,Premium,0.0316,0
22,Solteiro,2,7162.95,448,0,422.45,0,80,Salário,0.0049,0
33,Casado,0,6831.85,731,1,3058.63,0,30,Poupança,0.0373,0
31,Divorciado,2,8465.47,858,2,6285.77,0,89,Corrente,0.0619,0
65,Casado,1,8819.9,467,2,18309.55,0,50,Premium,0.173,0
66,Casado,0,1200.0,605,3,4379.72,0,113,Corrente,0.3041,0
66,Divorciado,1,1515.95,763,5,594.22,0,44,Premium,0.0327,0
54,Casado,3,1200.0,617,1,584.43,1,51,Premium,0.0406,1
49,Casado,1,6079.83,337,1,2082.73,0,39,Premium,0.0285,0
55,Solteiro,3,2767.3,666,3,3633.82,0,17,Corrente,0.1094,0
41,Solteiro,1,3277.05,453,3,4506.73,0,14,Corrente,0.1146,0
56,Viúvo,1,3958.51,409,3,57.52,0,41,Poupança,0.0012,1
63,Casado,0,5456.43,340,2,5671.0,1,8,Poupança,0.0866,0
61,Casado,2,1200.0,778,5,21873.07,0,0,Corrente,1.519,0
52,Casado,0,1352.84,474,1,9829.66,0,1,Poupança,0.6055,0
21,Solteiro,1,4503.24,650,0,3819.13,0,6,Poupança,0.0707,0
59,Divorciado,0,7496.86,686,0,3643.99,0,1,Corrente,0.0405,0
38,Solteiro,1,4436.51,624,1,2882.73,0,13,Corrente,0.0541,0
60,Divorciado,1,2520.85,644,3,5329.97,0,48,Poupança,0.1762,0
48,Casado,0,1200.0,657,1,1212.9,1,86,Corrente,0.0842,0
68,Solteiro,0,6881.69,620,2,2839.79,0,2,Poupança,0.0344,0
37,Solteiro,4,2660.17,485,1,21850.7,0,23,Salário,0.6845,1
71,Divorciado,0,1631.41,472,2,6350.07,0,6,Salário,0.3244,1
66,Solteiro,1,1200.0,584,0,521.7,0,8,Salário,0.0362,0
36,Solteiro,1,1200.0,581,2,82.03,0,88,Poupança,0.0057,0
